Last Report Year,NTD ID,UZA,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,Reporting Module,City,State,Census Year,UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,2022 Status,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2022,70106,#N/A,7R03-024,"Ray County Transportation, Inc.",Active,Rural Reporter,Rural,Richmond,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,125516,0,48643,245168,0,120460,0,0
2022,70107,#N/A,7R04-004,City of Alliance,Active,Rural Reporter,Rural,Alliance,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,73682,65520,154698,0
2022,70108,#N/A,7R01-019,"Doger Area Rapids Transit, City of Fort Dodge (DART)",Active,Rural Reporter,Rural,Fort Dodge,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,263294,0,76970,0,0
2022,70108,#N/A,7R01-019,"Doger Area Rapids Transit, City of Fort Dodge (DART)",Active,Rural Reporter,Rural,Fort Dodge,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,178014,224540,6247,0,0,236684,13827,0
2022,70109,#N/A,7R02-023,Osage County Council on Aging,Active,Rural Reporter,Rural,Lyndon,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,56041,0,25000,38138,40045,36203,0,0
2019,70110,#N/A,7R04-017,Chappell Senior Center ,Inactive,Rural Reporter,Rural,Chappell,NE,2010,Nebraska Non-UZA,31,0,846992,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,36232,0,0,,,
2022,70111,#N/A,7R01-017,Burlington Urban Service (BUS),Active,Rural Reporter,Rural,Burlington,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70111,#N/A,7R01-017,Burlington Urban Service (BUS),Active,Rural Reporter,Rural,Burlington,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,73999,285708,302387,85251,217653,0,183126,222772
2022,70112,#N/A,7R04-048,Southeast Nebraska Community Action Partnership,Active,Rural Reporter,Rural,Humboldt,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22206,0,0,0
2022,70113,#N/A,7R04-024,Commmunity Memorial Health Center Burwell,Active,Rural Reporter,Rural,Burwell,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,35655,0,0,0,101153,0,0
2022,70114,#N/A,7R03-010,"Ripley County Transit, Inc.",Active,Rural Reporter,Rural,Doniphan,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,165118,0,48335,100546,0,176502,0,0
2022,70115,#N/A,7R02-088,Hoisington Commission on Aging/City of Hoisington,Active,Rural Reporter,Rural,Hoisington,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2020,70118,#N/A,7R01-023,Ottumwa Transit (OTA),Inactive,Rural Reporter,Rural,Ottumwa,IA,2010,Iowa Non-UZA,19,0,1771195,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,40628,45774,44177,,
2020,70118,#N/A,7R01-023,Ottumwa Transit (OTA),Inactive,Rural Reporter,Rural,Ottumwa,IA,2010,Iowa Non-UZA,19,0,1771195,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,67665,0,0,0,128387,130879,,
2022,70119,#N/A,7R04-013,City of Broken Bow,Active,Rural Reporter,Rural,,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,63670,0,0,0
2022,70120,#N/A,7R02-035,Herington Hilltop Community Center,Active,Rural Reporter,Rural,Herington,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70121,#N/A,7R04-007,Butler County Senior Service Program,Active,Rural Reporter,Rural,David City,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,35655,0,217285,0,0,0,0
2022,70122,#N/A,7R02-019,Pottawatomie County,Active,Rural Reporter,Rural,Westmoreland,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,59143,0,0,0,0
2022,70123,#N/A,7R02-087,City of Great Bend/Commission on Aging,Active,Rural Reporter,Rural,Great Bend,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,90811,0,0,0,0,69277,92683,0
2022,70124,#N/A,7R04-006,Oakland Heights,Active,Rural Reporter,Rural,Oakland,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,36232,58381,0,0,0,0
2022,70125,#N/A,7R04-003,City of Neligh ,Active,Rural Reporter,Rural,Neligh,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22509,0,0,82624
2022,70126,#N/A,7R04-044,Perkins County Public Transit,Active,Rural Reporter,Rural,Grant,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,51652,51652,0,0,0,0,0
2022,70127,#N/A,7R04-034,Ogallala Transit System,Active,Rural Reporter,Rural,Ogallala,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,22206,0,0,0,160213
2022,70128,#N/A,7R04-009,Chase County,Active,Rural Reporter,Rural,Imperial,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,51652,0,36232,0,58382,0,37955,0
2022,70129,#N/A,7R01-004,Siouxland Regional Transit System (SRTS),Active,Rural Reporter,Rural,Sioux City,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,482304,255931,365698,0,1206445,1275945,0
2022,70130,#N/A,7R04-056,Valley County Hospital,Active,Rural Reporter,Rural,Ord,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,36232,0,0,0,0,0
2022,70132,#N/A,7R02-011,Doniphan County,Active,Rural Reporter,Rural,Troy,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,37174,0,98456,39543,39095,0,39392,0
2022,70133,#N/A,7R03-017,"OATS, Inc.",Active,Rural Reporter,Rural,Columbia,MO,2020,"St. Louis, MO--IL",77770,910.37,2156323,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,3169484,2216398,2208425,2627894,3046917,5349736,0,0
2022,70134,#N/A,7R03-016,City of Nevada,Active,Rural Reporter,Rural,Nevada,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,49396,0,32263,0,0
2022,70135,#N/A,7R02-064,Tri-Valley Developmental Services (TVDS),Active,Rural Reporter,Rural,Chanute,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0
2022,70135,#N/A,7R02-064,Tri-Valley Developmental Services (TVDS),Active,Rural Reporter,Rural,Chanute,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2022,70136,#N/A,7R01-008,"Delaware, Dubuque & Jackson County Regional Transi (RTA)",Active,Rural Reporter,Rural,Dubuque,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,100090,50895,59800,623040,165505,411250,240460,313013
2022,70137,#N/A,7R02-094,Sunflower Diversified Services,Active,Rural Reporter,Rural,Great Bend,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,83827,125392,64727,0,0
2022,70138,290,7R01-010,East Central Iowa Council of Governments (ECIT),Active,Full Reporter,Urban,Cedar Rapids,IA,2020,"Iowa City, IA",41590,50.83,126810,Existing 2022,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
2022,70138,290,7R01-010,East Central Iowa Council of Governments (ECIT),Active,Full Reporter,Urban,Cedar Rapids,IA,2020,"Iowa City, IA",41590,50.83,126810,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,137763,90560,730412,814551,313058,1332581,0,
2022,70138,290,7R01-010,East Central Iowa Council of Governments (ECIT),Active,Full Reporter,Urban,Cedar Rapids,IA,2020,"Iowa City, IA",41590,50.83,126810,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
2022,70138,290,7R01-010,East Central Iowa Council of Governments (ECIT),Active,Full Reporter,Urban,Cedar Rapids,IA,2020,"Iowa City, IA",41590,50.83,126810,Existing 2022,VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2022,70139,#N/A,7R02-097,City of Dodge City,Active,Rural Reporter,Rural,Dodge City,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,74290,122434,0,28269,22990,76679,75756,0
2022,70139,#N/A,7R02-097,City of Dodge City,Active,Rural Reporter,Rural,Dodge City,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,42405,44629,153358,75756,0
2022,70140,#N/A,7R03-009,"Mississippi County Transit System, Inc.",Active,Rural Reporter,Rural,East Prairie,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,118171,21505,48335,54828,0,73968,0,0
2022,70141,#N/A,7R02-091,Pratt County RSVP,Active,Rural Reporter,Rural,Pratt,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,55750,0,38883,0,64570,0,101128,0
2019,70142,#N/A,7R02-012,Doniphan County Services and Workskills (DCSW),Inactive,Rural Reporter,Rural,Elwood,KS,2010,Kansas Non-UZA,20,0,1388420,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,36800,0,47016,0,38395,,,
2022,70143,#N/A,7R04-032,Hooker Co,Active,Rural Reporter,Rural,Mullen,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,28138,0,0,0,0,0
2022,70144,#N/A,7R02-025,Chase County,Active,Rural Reporter,Rural,Cottonwood Falls,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,54367,0,0,0,0,0,0,0
2022,70145,#N/A,7R02-033,"OCCK, Inc.",Active,Rural Reporter,Rural,Salina,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,185662,192250,205375,118029,279246,235916,490295,0
2022,70145,#N/A,7R02-033,"OCCK, Inc.",Active,Rural Reporter,Rural,Salina,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,346102,0,189789,274712,415772,0,1282817,1281231
2022,70146,#N/A,7R02-031,Ottawa County Transportation,Active,Rural Reporter,Rural,Minneapolis,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,36376,40795,0,0,70535,0
2022,70147,#N/A,7R03-030,City of New Madrid,Active,Rural Reporter,Rural,New Madrid,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,45505,0,0,0,0,0,0,0
2022,70148,#N/A,7R04-050,Saline County Area Transit (SCAT),Active,Rural Reporter,Rural,Western,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,87307,51652,0,22206,0,0,0
2022,70152,#N/A,7R03-002,City of Carthage,Active,Rural Reporter,Rural,Carthage,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,37149,57083,0,0,0,0
2022,70153,#N/A,7R04-038,City of North Platte,Active,Rural Reporter,Rural,North Platte,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,70058,0,127340,309396,618792
2022,70155,#N/A,7R03-006,City of West Plains,Active,Rural Reporter,Rural,West Plains,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,37245,767598,0,64061,0,0,0,0
2022,70156,#N/A,7R04-039,Community Concern ,Active,Rural Reporter,Rural,Norfolk,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,34240,0,36232,0,41842,167144,0,185638
2015,70157,#N/A,7R02-101,"Hamilton County VIP's, Inc. ",Inactive,Rural Reporter,,,KS,2010,Kansas Non-UZA,20,0,1388420,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2022,70158,#N/A,7R02-073,Elk County,Active,Rural Reporter,Rural,Moline,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,38663,38663,0,0,37553,0
2022,70158,#N/A,7R02-073,Elk County,Active,Rural Reporter,Rural,Moline,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2019,70159,#N/A,7R04-058,Webster County Public Transit ,Inactive,Rural Reporter,Rural,Red Cloud,NE,2010,Nebraska Non-UZA,31,0,846992,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,64370,58380,22206,,,
2022,70160,#N/A,7R04-018,Eastern Nebraska ,Active,Rural Reporter,Rural,Omaha,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,94874,51652,196576,0,186135,0,0,0
2022,70162,#N/A,7R03-027,City of Excelsior Springs,Active,Rural Reporter,Rural,Excelsior Springs,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70162,#N/A,7R03-027,City of Excelsior Springs,Active,Rural Reporter,Rural,Excelsior Springs,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,50085,0,0,57711,0,119322,0,0
2022,70163,#N/A,7R02-061,"Paola Senior Citizen Center, Inc. (PSC)",Active,Rural Reporter,Rural,Paola,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,15016,0,0,0,0,0
2022,70163,#N/A,7R02-061,"Paola Senior Citizen Center, Inc. (PSC)",Active,Rural Reporter,Rural,Paola,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70164,#N/A,7R04-037,Lancaster Co Rural Transit,Active,Rural Reporter,Rural,Lincoln,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70165,#N/A,7R03-003,City of Houston (Houston Shuttle),Active,Rural Reporter,Rural,Houston,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,48471,0,0,55413,0,0,0,0
2022,70167,#N/A,7R02-038,Ellsworth County Council on Aging,Active,Rural Reporter,Rural,Ellsworth,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26458,0,0,0,0
2022,70168,#N/A,7R03-018,"Scott County Transit System, Inc.",Active,Rural Reporter,Rural,Sikeston,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,162950,0,0,0,0,64526,0,0
2022,70171,#N/A,7R02-039,City of Wilson,Active,Rural Reporter,Rural,Wilson,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70173,#N/A,7R01-018,Clinton Municipal Transit Administration (Clinton MTA),Active,Rural Reporter,Rural,Clinton,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,163773,26467,39765,21232,0,0
2022,70173,#N/A,7R01-018,Clinton Municipal Transit Administration (Clinton MTA),Active,Rural Reporter,Rural,Clinton,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,397906,20463,17621,0,171628,0,443514,91100
2017,70174,#N/A,7R02-066,Elm Acres Youth and Family Services ,Inactive,Rural Reporter,,Pittsburg,KS,2010,Kansas Non-UZA,20,0,1388420,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,
2022,70177,#N/A,7R03-013,City of El Dorado Springs,Active,Rural Reporter,Rural,El Dorado Springs,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38358,0,0
2022,70178,#N/A,7R02-058,City of Paola/Lakemary Center,Active,Rural Reporter,Rural,Paola,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,72894,112584,0,0,0,0,0
2022,70179,#N/A,7R02-029,McPherson County Council on Aging (MCCCA),Active,Rural Reporter,Rural,Mcpherson,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70180,#N/A,7R02-085,Reno County Public Transportation (RCAT),Active,Rural Reporter,Rural,Hutchinson,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,220654,120948,0,68226,114901,0,0
2022,70180,#N/A,7R02-085,Reno County Public Transportation (RCAT),Active,Rural Reporter,Rural,Hutchinson,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,120179,0,62136,212724,212220,155346,0,0
2022,70181,#N/A,7R04-033,City Of Tecumseh,Active,Rural Reporter,Rural,Tecumseh,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70182,#N/A,7R04-045,Phelps County Senior Citizen,Active,Rural Reporter,Rural,Holdrege,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,138959,0,0,0,0,0,0
2022,70183,#N/A,7R04-052,Scotts Bluff Public Transit,Active,Rural Reporter,Rural,Gering,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,110952,0,0,0,0,75908,26054,46089
2022,70183,#N/A,7R04-052,Scotts Bluff Public Transit,Active,Rural Reporter,Rural,Gering,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,116762,119040,0,0,154698
2022,70184,#N/A,7R02-060,"Louisburg Area Senior Citizens, Inc.",Active,Rural Reporter,Rural,Louisburg,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,37553,0
2022,70185,#N/A,7R01-002,North Iowa Area Council of Governments (NIARTS),Active,Rural Reporter,Rural,Mason City,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,364534,666033,602390,1110512,43405,2086284,613784,0
2022,70186,#N/A,7R02-071,Greenwood County Council on Aging,Active,Rural Reporter,Rural,Eureka,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,73248,0,0,0,0,0,39392,0
2022,70187,#N/A,7R02-072,"Twin Rivers Developmental Supports, Inc.",Active,Rural Reporter,Rural,Arkansas City,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,36779,54412,0,57814,39306,69293,69293,0
2014,70188,#N/A,7R04-019,City of Fremont ,Inactive,Rural Reporter,,,NE,2010,Nebraska Non-UZA,31,0,846992,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,70189,#N/A,7R03-012,City of Clinton,Active,Rural Reporter,Rural,Clinton,MO,2020,Missouri Non-UZA,29,0,2638371,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,41820,0,0,0,0,59504,0,0
2014,70190,#N/A,7R04-030,Atkinson Senior Center ,Inactive,Rural Reporter,,,NE,2010,Nebraska Non-UZA,31,0,846992,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,70191,#N/A,7R02-047,City of Phillipsburg,Active,Rural Reporter,Rural,Phillipsburg,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,37174,35384,0,0,0,0,0,0
2022,70192,#N/A,7R04-055,Loup City,Active,Rural Reporter,Rural,Loup City,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70193,#N/A,7R04-063,City of Plainview Handivan,Active,Rural Reporter,Rural,Plainview,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70194,#N/A,7R04-022,Cambridge Memorial Hospital,Active,Rural Reporter,Rural,,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,36840,37955,0,104604
2022,70195,#N/A,7R01-001,Northeast Iowa Community Action Corporation (NEICAT),Active,Rural Reporter,Rural,Decorah,IA,2020,Iowa Non-UZA,19,0,1771195,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,130662,0,162825,691084,339711,425419,568721,0
2022,70196,#N/A,7R02-030,Republic County Transportation,Active,Rural Reporter,Rural,Belleville,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,55065,41650,0,0,0,0,0
2022,70196,#N/A,7R02-030,Republic County Transportation,Active,Rural Reporter,Rural,Belleville,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70197,#N/A,7R02-102,Lane County Transportation,Active,Rural Reporter,Rural,Dighton,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,58388,0,0,0,0,0
2022,70198,#N/A,7R04-028,Harlan Co. Public Transit,Active,Rural Reporter,Rural,Alma,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63670,75910,0
2022,70199,#N/A,7R02-051,Logan County Hospital,Active,Rural Reporter,Rural,Oakley,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,110525,0,0,27402,0,0,0,0
2022,70200,#N/A,7R04-035,Kimball County Public Transit,Active,Rural Reporter,Rural,Kimball,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,51652,0,36840,59048,814248,539481,15248
2022,70201,#N/A,7R02-007,"Independence, Inc.",Active,Rural Reporter,Rural,Lawrence,KS,2020,"Lawrence, KS",48232,29.92,94998,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,37145,28076,0,0,38610,39342,0
2022,70202,#N/A,7R04-002,Wolf Memorial Good Samaritan Center,Active,Rural Reporter,Rural,Albion,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,70203,#N/A,7R04-041,Morrill County Handi Bus,Active,Rural Reporter,Rural,,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,36232,0,0,0,0,0
2022,70204,#N/A,7R02-056,Anderson County Council on Aging,Active,Rural Reporter,Rural,Garnett,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,55975,0,0,0,0,0,0
2022,70204,#N/A,7R02-056,Anderson County Council on Aging,Active,Rural Reporter,Rural,Garnett,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70205,#N/A,7R04-021,Blue Valley Community Action Partnership,Active,Rural Reporter,Rural,Geneva,NE,2020,Nebraska Non-UZA,31,0,846992,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,81726,0,0,0
2022,70206,#N/A,7R02-080,Kingman County Council on Aging,Active,Rural Reporter,Rural,Kingman,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,57410,0,40047,0
2014,70207,#N/A,7R02-016,Twin Valley Developmental Services ,Inactive,Rural Reporter,,,KS,2010,Kansas Non-UZA,20,0,1388420,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,70208,#N/A,7R02-015,Marshall County Agency on Aging,Active,Rural Reporter,Rural,Marysville,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,52670,35789,0,0,80090,0,0,0
2022,70208,#N/A,7R02-015,Marshall County Agency on Aging,Active,Rural Reporter,Rural,Marysville,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,70209,#N/A,7R02-124,"Four County Mental Health, Inc.",Active,Rural Reporter,Rural,Independence,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,113926,180913,205380,60135,138908,196944,75106,0
2022,70210,#N/A,7R02-084,Rice County Council on Aging,Active,Rural Reporter,Rural,Lyons,KS,2020,Kansas Non-UZA,20,0,1388420,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,65439,68226,40692,40692,0
